source_match_id,date,team,opponent,tournament,listed_home,neutral,goals_for,goals_against,y_result_ordered,pre_elo,opponent_pre_elo,elo_diff,pre_match_expected_result
101,1895-03-23,Scotland,Wales,British Home Championship,FALSE,FALSE,2,2,draw,1696.0028,1333.3351,362.66769999999997,0.819363
102,1895-03-30,Scotland,Northern Ireland,British Home Championship,TRUE,FALSE,3,1,win,1686.4219,1223.3283,463.09360000000015,0.962364
102,1895-03-30,Northern Ireland,Scotland,British Home Championship,FALSE,FALSE,1,3,loss,1223.3283,1686.4219,-463.09360000000015,0.037636
103,1895-04-06,England,Scotland,British Home Championship,TRUE,FALSE,3,0,win,1752.9293,1688.1155,64.8137999999999,0.720863
103,1895-04-06,Scotland,England,British Home Championship,FALSE,FALSE,0,3,loss,1688.1155,1752.9293,-64.8137999999999,0.279137
104,1896-02-29,Wales,Northern Ireland,British Home Championship,TRUE,FALSE,6,1,win,1342.916,1221.6347,121.28129999999987,0.781392
104,1896-02-29,Northern Ireland,Wales,British Home Championship,FALSE,FALSE,1,6,loss,1221.6347,1342.916,-121.28129999999987,0.218608
105,1896-03-07,Northern Ireland,England,British Home Championship,TRUE,FALSE,0,2,loss,1208.5182,1767.584,-559.0658000000001,0.066447
105,1896-03-07,England,Northern Ireland,British Home Championship,FALSE,FALSE,2,0,win,1767.584,1208.5182,559.0658000000001,0.933553
106,1896-03-16,Wales,England,British Home Championship,TRUE,FALSE,1,9,loss,1356.0325,1770.5741,-414.5416,0.14056
106,1896-03-16,England,Wales,British Home Championship,FALSE,FALSE,9,1,win,1770.5741,1356.0325,414.5416,0.85944
107,1896-03-21,Scotland,Wales,British Home Championship,TRUE,FALSE,4,0,win,1673.4608,1346.0176,327.44320000000016,0.92133
107,1896-03-21,Wales,Scotland,British Home Championship,FALSE,FALSE,0,4,loss,1346.0176,1673.4608,-327.44320000000016,0.07867
108,1896-03-28,Northern Ireland,Scotland,British Home Championship,TRUE,FALSE,3,3,draw,1205.5281,1677.886,-472.3579,0.104944
108,1896-03-28,Scotland,Northern Ireland,British Home Championship,FALSE,FALSE,3,3,draw,1677.886,1205.5281,472.3579,0.895056
109,1896-04-04,Scotland,England,British Home Championship,TRUE,FALSE,2,1,win,1666.0343,1780.589,-114.55469999999991,0.479066
109,1896-04-04,England,Scotland,British Home Championship,FALSE,FALSE,1,2,loss,1780.589,1666.0343,114.55469999999991,0.520934
110,1897-02-20,England,Northern Ireland,British Home Championship,TRUE,FALSE,6,0,win,1764.961,1217.3798,547.5812000000001,0.976518
110,1897-02-20,Northern Ireland,England,British Home Championship,FALSE,FALSE,0,6,loss,1217.3798,1764.961,-547.5812000000001,0.023482
111,1897-03-06,Northern Ireland,Wales,British Home Championship,TRUE,FALSE,4,3,win,1215.8828,1341.5924,-125.70959999999991,0.463068
111,1897-03-06,Wales,Northern Ireland,British Home Championship,FALSE,FALSE,3,4,loss,1341.5924,1215.8828,125.70959999999991,0.536932
112,1897-03-20,Wales,Scotland,British Home Championship,TRUE,FALSE,2,2,draw,1325.4844,1681.6623,-356.1778999999999,0.186233
112,1897-03-20,Scotland,Wales,British Home Championship,FALSE,FALSE,2,2,draw,1681.6623,1325.4844,356.1778999999999,0.813767
113,1897-03-27,Scotland,Northern Ireland,British Home Championship,TRUE,FALSE,5,1,win,1672.2493,1231.9908,440.2584999999999,0.957302
113,1897-03-27,Northern Ireland,Scotland,British Home Championship,FALSE,FALSE,1,5,loss,1231.9908,1672.2493,-440.2584999999999,0.042698
114,1897-03-29,England,Wales,British Home Championship,TRUE,FALSE,4,0,win,1766.458,1334.8974,431.5606,0.955208
114,1897-03-29,Wales,England,British Home Championship,FALSE,FALSE,0,4,loss,1334.8974,1766.458,-431.5606,0.044792
115,1897-04-03,England,Scotland,British Home Championship,TRUE,FALSE,1,2,loss,1768.9775,1674.651,94.3264999999999,0.753735
115,1897-04-03,Scotland,England,British Home Championship,FALSE,FALSE,2,1,win,1674.651,1768.9775,-94.3264999999999,0.246265
116,1898-02-19,Wales,Northern Ireland,British Home Championship,TRUE,FALSE,0,1,loss,1332.3779,1229.5891,102.78880000000004,0.762665
116,1898-02-19,Northern Ireland,Wales,British Home Championship,FALSE,FALSE,1,0,win,1229.5891,1332.3779,-102.78880000000004,0.237335
117,1898-03-05,Northern Ireland,England,British Home Championship,TRUE,FALSE,2,3,loss,1252.469,1746.3654,-493.89639999999986,0.093855
117,1898-03-05,England,Northern Ireland,British Home Championship,FALSE,FALSE,3,2,win,1746.3654,1252.469,493.89639999999986,0.906145
118,1898-03-19,Scotland,Wales,British Home Championship,TRUE,FALSE,5,2,win,1697.2631,1309.498,387.76509999999985,0.943096
118,1898-03-19,Wales,Scotland,British Home Championship,FALSE,FALSE,2,5,loss,1309.498,1697.2631,-387.76509999999985,0.056904
119,1898-03-26,Northern Ireland,Scotland,British Home Championship,TRUE,FALSE,0,3,loss,1249.6534,1700.2506,-450.59720000000016,0.117305
119,1898-03-26,Scotland,Northern Ireland,British Home Championship,FALSE,FALSE,3,0,win,1700.2506,1249.6534,450.59720000000016,0.882695
120,1898-03-28,Wales,England,British Home Championship,TRUE,FALSE,0,3,loss,1306.5105,1749.181,-442.67049999999995,0.122113
120,1898-03-28,England,Wales,British Home Championship,FALSE,FALSE,3,0,win,1749.181,1306.5105,442.67049999999995,0.877887
121,1898-04-02,Scotland,England,British Home Championship,TRUE,FALSE,1,3,loss,1706.4091,1755.5919,-49.182799999999816,0.572615
121,1898-04-02,England,Scotland,British Home Championship,FALSE,FALSE,3,1,win,1755.5919,1706.4091,49.182799999999816,0.427385
122,1899-02-18,England,Northern Ireland,British Home Championship,TRUE,FALSE,13,2,win,1781.3596,1243.4949,537.8647000000001,0.975201
122,1899-02-18,Northern Ireland,England,British Home Championship,FALSE,FALSE,2,13,loss,1243.4949,1781.3596,-537.8647000000001,0.024799
123,1899-03-04,Northern Ireland,Wales,British Home Championship,TRUE,FALSE,1,0,win,1241.449,1300.0996,-58.65059999999994,0.559227
123,1899-03-04,Wales,Northern Ireland,British Home Championship,FALSE,FALSE,0,1,loss,1300.0996,1241.449,58.65059999999994,0.440773
124,1899-03-18,Wales,Scotland,British Home Championship,TRUE,FALSE,0,6,loss,1286.8764,1680.6414,-393.7649999999999,0.155638
124,1899-03-18,Scotland,Wales,British Home Championship,FALSE,FALSE,6,0,win,1680.6414,1286.8764,393.7649999999999,0.844362
125,1899-03-20,England,Wales,British Home Championship,TRUE,FALSE,4,0,win,1783.4055,1276.9545,506.451,0.970431
125,1899-03-20,Wales,England,British Home Championship,FALSE,FALSE,0,4,loss,1276.9545,1783.4055,-506.451,0.029569
126,1899-03-25,Scotland,Northern Ireland,British Home Championship,TRUE,FALSE,9,1,win,1690.5633,1254.6722,435.89110000000005,0.956263
126,1899-03-25,Northern Ireland,Scotland,British Home Championship,FALSE,FALSE,1,9,loss,1254.6722,1690.5633,-435.89110000000005,0.043737
127,1899-04-08,England,Scotland,British Home Championship,TRUE,FALSE,2,1,win,1785.0688,1693.6796,91.38920000000007,0.750583
127,1899-04-08,Scotland,England,British Home Championship,FALSE,FALSE,1,2,loss,1693.6796,1785.0688,-91.38920000000007,0.249417
128,1900-02-03,Scotland,Wales,British Home Championship,TRUE,FALSE,5,2,win,1686.1971,1275.2912,410.9059000000002,0.949837
128,1900-02-03,Wales,Scotland,British Home Championship,FALSE,FALSE,2,5,loss,1275.2912,1686.1971,-410.9059000000002,0.050163
129,1900-02-24,Wales,Northern Ireland,British Home Championship,TRUE,FALSE,2,0,win,1272.6576,1251.5559,21.101699999999937,0.667548
129,1900-02-24,Northern Ireland,Wales,British Home Championship,FALSE,FALSE,0,2,loss,1251.5559,1272.6576,-21.101699999999937,0.332452
130,1900-03-03,Northern Ireland,Scotland,British Home Championship,TRUE,FALSE,0,3,loss,1236.5956,1688.8307,-452.2350999999999,0.116333
130,1900-03-03,Scotland,Northern Ireland,British Home Championship,FALSE,FALSE,3,0,win,1688.8307,1236.5956,452.2350999999999,0.883667
131,1900-03-17,Northern Ireland,England,British Home Championship,TRUE,FALSE,0,2,loss,1230.4881,1792.5513,-562.0632,0.065385
131,1900-03-17,England,Northern Ireland,British Home Championship,FALSE,FALSE,2,0,win,1792.5513,1230.4881,562.0632,0.934615
132,1900-03-26,Wales,England,British Home Championship,TRUE,FALSE,1,1,draw,1287.6179,1795.4936,-507.87570000000005,0.087231
132,1900-03-26,England,Wales,British Home Championship,FALSE,FALSE,1,1,draw,1795.4936,1287.6179,507.87570000000005,0.912769
133,1900-04-07,Scotland,England,British Home Championship,TRUE,FALSE,4,1,win,1694.9382,1783.1105,-88.17229999999995,0.517015
133,1900-04-07,England,Scotland,British Home Championship,FALSE,FALSE,1,4,loss,1783.1105,1694.9382,88.17229999999995,0.482985
134,1901-02-23,Scotland,Northern Ireland,British Home Championship,TRUE,FALSE,11,0,win,1720.2949,1227.5458,492.7491,0.968082
134,1901-02-23,Northern Ireland,Scotland,British Home Championship,FALSE,FALSE,0,11,loss,1227.5458,1720.2949,-492.7491,0.031918
135,1901-03-02,Wales,Scotland,British Home Championship,TRUE,FALSE,1,1,draw,1300.001,1722.9282,-422.9272000000001,0.134829
135,1901-03-02,Scotland,Wales,British Home Championship,FALSE,FALSE,1,1,draw,1722.9282,1300.001,422.9272000000001,0.865171
136,1901-03-09,England,Northern Ireland,British Home Championship,TRUE,FALSE,3,0,win,1757.7538,1224.9125,532.8413,0.974492
136,1901-03-09,Northern Ireland,England,British Home Championship,FALSE,FALSE,0,3,loss,1224.9125,1757.7538,-532.8413,0.025508
137,1901-03-18,England,Wales,British Home Championship,TRUE,FALSE,6,0,win,1759.093,1310.9561,448.13689999999997,0.959118
137,1901-03-18,Wales,England,British Home Championship,FALSE,FALSE,0,6,loss,1310.9561,1759.093,-448.13689999999997,0.040882
138,1901-03-23,Northern Ireland,Wales,British Home Championship,TRUE,FALSE,0,1,loss,1223.5733,1308.3499,-84.77659999999992,0.521894
138,1901-03-23,Wales,Northern Ireland,British Home Championship,FALSE,FALSE,1,0,win,1308.3499,1223.5733,84.77659999999992,0.478106
139,1901-03-30,England,Scotland,British Home Championship,TRUE,FALSE,2,2,draw,1761.6992,1711.9731,49.72610000000009,0.703056
139,1901-03-30,Scotland,England,British Home Championship,FALSE,FALSE,2,2,draw,1711.9731,1761.6992,-49.72610000000009,0.296944
140,1902-02-22,Wales,Northern Ireland,British Home Championship,TRUE,FALSE,0,3,loss,1324.0067,1207.9165,116.09019999999987,0.776245
140,1902-02-22,Northern Ireland,Wales,British Home Championship,FALSE,FALSE,3,0,win,1207.9165,1324.0067,-116.09019999999987,0.223755
141,1902-03-01,Northern Ireland,Scotland,British Home Championship,TRUE,FALSE,1,5,loss,1248.6694,1718.0648,-469.3954000000001,0.106556
141,1902-03-01,Scotland,Northern Ireland,British Home Championship,FALSE,FALSE,5,1,win,1718.0648,1248.6694,469.3954000000001,0.893444
142,1902-03-03,Wales,England,British Home Championship,TRUE,FALSE,0,0,draw,1283.2538,1755.6075,-472.3537000000001,0.104946
142,1902-03-03,England,Wales,British Home Championship,FALSE,FALSE,0,0,draw,1755.6075,1283.2538,472.3537000000001,0.895054
143,1902-03-15,Scotland,Wales,British Home Championship,TRUE,FALSE,5,1,win,1724.0586,1295.1054,428.95320000000015,0.954562
143,1902-03-15,Wales,Scotland,British Home Championship,FALSE,FALSE,1,5,loss,1295.1054,1724.0586,-428.95320000000015,0.045438
144,1902-03-22,Northern Ireland,England,British Home Championship,TRUE,FALSE,0,1,loss,1242.6756,1743.7559,-501.0803000000001,0.090396
144,1902-03-22,England,Northern Ireland,British Home Championship,FALSE,FALSE,1,0,win,1743.7559,1242.6756,501.0803000000001,0.909604
145,1902-05-03,England,Scotland,British Home Championship,TRUE,FALSE,2,2,draw,1746.4678,1726.6145,19.85329999999999,0.665952
145,1902-05-03,Scotland,England,British Home Championship,FALSE,FALSE,2,2,draw,1726.6145,1746.4678,-19.85329999999999,0.334048
146,1902-07-20,Uruguay,Argentina,Friendly,TRUE,FALSE,0,6,loss,1500,1500,0,0.640065
146,1902-07-20,Argentina,Uruguay,Friendly,FALSE,FALSE,6,0,win,1500,1500,0,0.359935
147,1902-10-12,Austria,Hungary,Friendly,TRUE,FALSE,5,0,win,1500,1500,0,0.640065
147,1902-10-12,Hungary,Austria,Friendly,FALSE,FALSE,0,5,loss,1500,1500,0,0.359935
148,1903-02-14,England,Northern Ireland,British Home Championship,TRUE,FALSE,4,0,win,1741.4893,1239.9637,501.52559999999994,0.969606
148,1903-02-14,Northern Ireland,England,British Home Championship,FALSE,FALSE,0,4,loss,1239.9637,1741.4893,-501.52559999999994,0.030394
149,1903-03-02,England,Wales,British Home Championship,TRUE,FALSE,2,1,win,1743.1989,1292.5495,450.6494,0.959682
149,1903-03-02,Wales,England,British Home Championship,FALSE,FALSE,1,2,loss,1292.5495,1743.1989,-450.6494,0.040318
150,1903-03-09,Wales,Scotland,British Home Championship,TRUE,FALSE,0,1,loss,1291.3399,1731.593,-440.25310000000013,0.123613
150,1903-03-09,Scotland,Wales,British Home Championship,FALSE,FALSE,1,0,win,1731.593,1291.3399,440.25310000000013,0.876387
151,1903-03-21,Scotland,Northern Ireland,British Home Championship,TRUE,FALSE,0,2,loss,1735.3014,1238.2541,497.04729999999995,0.968837
151,1903-03-21,Northern Ireland,Scotland,British Home Championship,FALSE,FALSE,2,0,win,1238.2541,1735.3014,-497.04729999999995,0.031163
152,1903-03-28,Northern Ireland,Wales,British Home Championship,TRUE,FALSE,2,0,win,1281.8518,1287.6315,-5.779700000000048,0.632365
152,1903-03-28,Wales,Northern Ireland,British Home Championship,FALSE,FALSE,0,2,loss,1287.6315,1281.8518,5.779700000000048,0.367635
153,1903-04-04,England,Scotland,British Home Championship,TRUE,FALSE,1,2,loss,1744.4085,1691.7037,52.70479999999998,0.706623
153,1903-04-04,Scotland,England,British Home Championship,FALSE,FALSE,2,1,win,1691.7037,1744.4085,-52.70479999999998,0.293377
154,1903-04-05,Hungary,Czechoslovakia,Friendly,TRUE,FALSE,2,1,win,1485.6026,1500,-14.397400000000061,0.620758
154,1903-04-05,Czechoslovakia,Hungary,Friendly,FALSE,FALSE,1,2,loss,1500,1485.6026,14.397400000000061,0.379242
155,1903-06-11,Hungary,Austria,Friendly,TRUE,FALSE,3,2,win,1493.1874,1514.3974,-21.210000000000036,0.611483
155,1903-06-11,Austria,Hungary,Friendly,FALSE,FALSE,2,3,loss,1514.3974,1493.1874,21.210000000000036,0.388517
156,1903-09-13,Argentina,Uruguay,Friendly,TRUE,FALSE,2,3,loss,1527.2028,1472.7972,54.40560000000005,0.708649
156,1903-09-13,Uruguay,Argentina,Friendly,FALSE,FALSE,3,2,win,1472.7972,1527.2028,-54.40560000000005,0.291351
157,1903-10-11,Austria,Hungary,Friendly,TRUE,FALSE,4,2,win,1506.6271,1500.9577,5.669399999999996,0.647549
157,1903-10-11,Hungary,Austria,Friendly,FALSE,FALSE,2,4,loss,1500.9577,1506.6271,-5.669399999999996,0.352451
158,1904-02-29,Wales,England,British Home Championship,TRUE,FALSE,2,2,draw,1271.0879,1723.2098,-452.1219000000001,0.1164
158,1904-02-29,England,Wales,British Home Championship,FALSE,FALSE,2,2,draw,1723.2098,1271.0879,452.1219000000001,0.8836
159,1904-03-12,Northern Ireland,England,British Home Championship,TRUE,FALSE,1,3,loss,1298.3954,1711.7018,-413.30639999999994,0.141421
159,1904-03-12,England,Northern Ireland,British Home Championship,FALSE,FALSE,3,1,win,1711.7018,1298.3954,413.30639999999994,0.858579
160,1904-03-12,Scotland,Wales,British Home Championship,TRUE,FALSE,1,1,draw,1712.9024,1282.5959,430.3064999999999,0.954899
160,1904-03-12,Wales,Scotland,British Home Championship,FALSE,FALSE,1,1,draw,1282.5959,1712.9024,-430.3064999999999,0.045101
161,1904-03-21,Wales,Northern Ireland,British Home Championship,TRUE,FALSE,0,1,loss,1296.2429,1292.0315,4.211399999999912,0.645631
161,1904-03-21,Northern Ireland,Wales,British Home Championship,FALSE,FALSE,1,0,win,1292.0315,1296.2429,-4.211399999999912,0.354369
162,1904-03-26,Northern Ireland,Scotland,British Home Championship,TRUE,FALSE,1,1,draw,1311.4004,1699.2554,-387.855,0.160162
162,1904-03-26,Scotland,Northern Ireland,British Home Championship,FALSE,FALSE,1,1,draw,1699.2554,1311.4004,387.855,0.839838
163,1904-04-09,Scotland,England,British Home Championship,TRUE,FALSE,0,1,loss,1689.0602,1718.0657,-29.00550000000021,0.600771
163,1904-04-09,England,Scotland,British Home Championship,FALSE,FALSE,1,0,win,1718.0657,1689.0602,29.00550000000021,0.399229
164,1904-05-01,Belgium,France,Évence Coppée Trophy,TRUE,FALSE,3,3,draw,1500,1500,0,0.640065
164,1904-05-01,France,Belgium,Évence Coppée Trophy,FALSE,FALSE,3,3,draw,1500,1500,0,0.359935
165,1904-06-02,Hungary,Austria,Friendly,TRUE,FALSE,3,0,win,1490.3842,1517.2006,-26.81639999999993,0.603789
165,1904-06-02,Austria,Hungary,Friendly,FALSE,FALSE,0,3,loss,1517.2006,1490.3842,26.81639999999993,0.396211
166,1904-10-09,Austria,Hungary,Friendly,TRUE,FALSE,5,4,win,1503.3332,1504.2516,-0.9184000000000196,0.638846
166,1904-10-09,Hungary,Austria,Friendly,FALSE,FALSE,4,5,loss,1504.2516,1503.3332,0.9184000000000196,0.361154
167,1905-02-12,France,Switzerland,Friendly,TRUE,FALSE,1,0,win,1504.2019,1500,4.201900000000023,0.645618
167,1905-02-12,Switzerland,France,Friendly,FALSE,FALSE,0,1,loss,1500,1504.2019,-4.201900000000023,0.354382
168,1905-02-25,England,Northern Ireland,British Home Championship,TRUE,FALSE,1,1,draw,1736.0888,1321.5956,414.4931999999999,0.950812
168,1905-02-25,Northern Ireland,England,British Home Championship,FALSE,FALSE,1,1,draw,1321.5956,1736.0888,-414.4931999999999,0.049188
169,1905-03-06,Wales,Scotland,British Home Championship,TRUE,FALSE,3,1,win,1276.874,1671.0371,-394.1631,0.155337
169,1905-03-06,Scotland,Wales,British Home Championship,FALSE,FALSE,1,3,loss,1671.0371,1276.874,394.1631,0.844663
170,1905-03-18,Scotland,Northern Ireland,British Home Championship,TRUE,FALSE,4,0,win,1633.0273,1335.12,297.9073000000001,0.90809
170,1905-03-18,Northern Ireland,Scotland,British Home Championship,FALSE,FALSE,0,4,loss,1335.12,1633.0273,-297.9073000000001,0.09191
171,1905-03-27,England,Wales,British Home Championship,TRUE,FALSE,3,1,win,1722.5644,1314.8838,407.6805999999999,0.948945
171,1905-03-27,Wales,England,British Home Championship,FALSE,FALSE,1,3,loss,1314.8838,1722.5644,-407.6805999999999,0.051055
172,1905-04-01,England,Scotland,British Home Championship,TRUE,FALSE,1,0,win,1724.8619,1638.1972,86.66470000000004,0.745457
172,1905-04-01,Scotland,England,British Home Championship,FALSE,FALSE,0,1,loss,1638.1972,1724.8619,-86.66470000000004,0.254543
173,1905-04-08,Northern Ireland,Wales,British Home Championship,TRUE,FALSE,2,2,draw,1329.9501,1312.5863,17.363800000000083,0.662756
173,1905-04-08,Wales,Northern Ireland,British Home Championship,FALSE,FALSE,2,2,draw,1312.5863,1329.9501,-17.363800000000083,0.337244
174,1905-04-09,Hungary,Austria,Friendly,TRUE,FALSE,0,0,draw,1497.0285,1510.5563,-13.52780000000007,0.621936
174,1905-04-09,Austria,Hungary,Friendly,FALSE,FALSE,0,0,draw,1510.5563,1497.0285,13.52780000000007,0.378064
175,1905-04-17,Guernsey,Alderney,Muratti Vase,TRUE,FALSE,6,0,win,1500,1500,0,0.640065
175,1905-04-17,Alderney,Guernsey,Muratti Vase,FALSE,FALSE,0,6,loss,1500,1500,0,0.359935
176,1905-04-27,Jersey,Guernsey,Muratti Vase,TRUE,FALSE,0,1,loss,1500,1522.9459,-22.945899999999938,0.609107
176,1905-04-27,Guernsey,Jersey,Muratti Vase,FALSE,FALSE,1,0,win,1522.9459,1500,22.945899999999938,0.390893
177,1905-04-30,Belgium,Netherlands,Friendly,TRUE,FALSE,1,4,loss,1495.7981,1500,-4.201900000000023,0.634474
177,1905-04-30,Netherlands,Belgium,Friendly,FALSE,FALSE,4,1,win,1500,1495.7981,4.201900000000023,0.365526
178,1905-05-07,Belgium,France,Friendly,TRUE,FALSE,7,0,win,1473.5915,1511.2895,-37.69800000000009,0.588711
178,1905-05-07,France,Belgium,Friendly,FALSE,FALSE,0,7,loss,1511.2895,1473.5915,37.69800000000009,0.411289
179,1905-05-14,Netherlands,Belgium,Friendly,TRUE,FALSE,4,0,win,1522.2066,1492.0995,30.107099999999946,0.678951
179,1905-05-14,Belgium,Netherlands,Friendly,FALSE,FALSE,0,4,loss,1492.0995,1522.2066,-30.107099999999946,0.321049
180,1905-07-21,Guyana,Trinidad and Tobago,Friendly,TRUE,FALSE,1,4,loss,1500,1500,0,0.640065
180,1905-07-21,Trinidad and Tobago,Guyana,Friendly,FALSE,FALSE,4,1,win,1500,1500,0,0.359935
181,1905-08-15,Argentina,Uruguay,Copa Lipton,TRUE,FALSE,0,0,draw,1513.0298,1486.9702,26.059600000000046,0.673852
181,1905-08-15,Uruguay,Argentina,Copa Lipton,FALSE,FALSE,0,0,draw,1486.9702,1513.0298,-26.059600000000046,0.326148
182,1906-02-17,Northern Ireland,England,British Home Championship,TRUE,FALSE,0,5,loss,1325.0674,1732.4982,-407.4308000000001,0.145578
182,1906-02-17,England,Northern Ireland,British Home Championship,FALSE,FALSE,5,0,win,1732.4982,1325.0674,407.4308000000001,0.854422
183,1906-03-03,Scotland,Wales,British Home Championship,TRUE,FALSE,0,2,loss,1630.5609,1317.469,313.0918999999999,0.91513
183,1906-03-03,Wales,Scotland,British Home Championship,FALSE,FALSE,2,0,win,1317.469,1630.5609,-313.0918999999999,0.08487
184,1906-03-17,Northern Ireland,Scotland,British Home Championship,TRUE,FALSE,0,1,loss,1316.3327,1589.38,-273.0473000000002,0.269701
184,1906-03-17,Scotland,Northern Ireland,British Home Championship,FALSE,FALSE,1,0,win,1589.38,1316.3327,273.0473000000002,0.730299
185,1906-03-19,Wales,England,British Home Championship,TRUE,FALSE,0,1,loss,1358.6499,1741.2329,-382.5830000000001,0.164286
185,1906-03-19,England,Wales,British Home Championship,FALSE,FALSE,1,0,win,1741.2329,1358.6499,382.5830000000001,0.835714
186,1906-03-29,Jersey,Guernsey,Muratti Vase,TRUE,FALSE,1,2,loss,1481.7268,1541.2191,-59.492300000000114,0.558033
186,1906-03-29,Guernsey,Jersey,Muratti Vase,FALSE,FALSE,2,1,win,1541.2191,1481.7268,59.492300000000114,0.441967
187,1906-04-01,Hungary,Czechoslovakia,Friendly,TRUE,FALSE,1,1,draw,1494.5898,1492.4152,2.174600000000055,0.642944
187,1906-04-01,Czechoslovakia,Hungary,Friendly,FALSE,FALSE,1,1,draw,1492.4152,1494.5898,-2.174600000000055,0.357056
188,1906-04-02,Wales,Northern Ireland,British Home Championship,TRUE,FALSE,4,4,draw,1353.7213,1308.2417,45.47959999999989,0.697927
188,1906-04-02,Northern Ireland,Wales,British Home Championship,FALSE,FALSE,4,4,draw,1308.2417,1353.7213,-45.47959999999989,0.302073
189,1906-04-02,Guernsey,Alderney,Muratti Vase,TRUE,FALSE,1,0,win,1557.9601,1477.0541,80.90599999999995,0.739116
189,1906-04-02,Alderney,Guernsey,Muratti Vase,FALSE,FALSE,0,1,loss,1477.0541,1557.9601,-80.90599999999995,0.260884
190,1906-04-07,Scotland,England,British Home Championship,TRUE,FALSE,2,1,win,1597.471,1746.1615,-148.69049999999993,0.430384
190,1906-04-07,England,Scotland,British Home Championship,FALSE,FALSE,1,2,loss,1746.1615,1597.471,148.69049999999993,0.569616
191,1906-04-22,France,Belgium,Friendly,TRUE,FALSE,0,5,loss,1492.7815,1480.0602,12.721300000000156,0.656757
191,1906-04-22,Belgium,France,Friendly,FALSE,FALSE,5,0,win,1480.0602,1492.7815,-12.721300000000156,0.343243
192,1906-04-29,Belgium,Netherlands,Friendly,TRUE,FALSE,5,0,win,1506.3305,1534.2459,-27.915399999999863,0.602275
192,1906-04-29,Netherlands,Belgium,Friendly,FALSE,FALSE,0,5,loss,1534.2459,1506.3305,27.915399999999863,0.397725
193,1906-05-13,Netherlands,Belgium,Friendly,TRUE,FALSE,2,3,loss,1518.3369,1522.2395,-3.902599999999893,0.634873
193,1906-05-13,Belgium,Netherlands,Friendly,FALSE,FALSE,3,2,win,1522.2395,1518.3369,3.902599999999893,0.365127
194,1906-07-09,Argentina,South Africa,Friendly,TRUE,FALSE,0,1,loss,1507.8143,1500,7.814300000000003,0.650362
194,1906-07-09,South Africa,Argentina,Friendly,FALSE,FALSE,1,0,win,1500,1507.8143,-7.814300000000003,0.349638
195,1906-08-15,Uruguay,Argentina,Copa Lipton,TRUE,FALSE,0,2,loss,1492.1857,1494.8071,-2.621399999999994,0.636581
195,1906-08-15,Argentina,Uruguay,Copa Lipton,FALSE,FALSE,2,0,win,1494.8071,1492.1857,2.621399999999994,0.363419
196,1906-10-07,Czechoslovakia,Hungary,Friendly,TRUE,FALSE,4,4,draw,1495.2741,1491.7309,3.54320000000007,0.64475
196,1906-10-07,Hungary,Czechoslovakia,Friendly,FALSE,FALSE,4,4,draw,1491.7309,1495.2741,-3.54320000000007,0.35525
197,1906-10-21,Argentina,Uruguay,Copa Newton,TRUE,FALSE,2,1,win,1523.4533,1463.5395,59.91379999999981,0.715152
197,1906-10-21,Uruguay,Argentina,Copa Newton,FALSE,FALSE,1,2,loss,1463.5395,1523.4533,-59.91379999999981,0.284848
198,1906-11-04,Hungary,Austria,Friendly,TRUE,FALSE,3,1,win,1494.6259,1512.995,-18.36909999999989,0.615361
198,1906-11-04,Austria,Hungary,Friendly,FALSE,FALSE,1,3,loss,1512.995,1494.6259,18.36909999999989,0.384639
199,1907-02-16,England,Northern Ireland,British Home Championship,TRUE,FALSE,1,0,win,1729.073,1314.1795,414.89350000000013,0.950919
199,1907-02-16,Northern Ireland,England,British Home Championship,FALSE,FALSE,0,1,loss,1314.1795,1729.073,-414.89350000000013,0.049081
200,1907-02-23,Northern Ireland,Wales,British Home Championship,TRUE,FALSE,2,3,loss,1312.7071,1347.7835,-35.07639999999992,0.59236
200,1907-02-23,Wales,Northern Ireland,British Home Championship,FALSE,FALSE,3,2,win,1347.7835,1312.7071,35.07639999999992,0.40764
201,1907-03-04,Wales,Scotland,British Home Championship,TRUE,FALSE,1,0,win,1365.5543,1614.5595,-249.00520000000006,0.297811
201,1907-03-04,Scotland,Wales,British Home Championship,FALSE,FALSE,0,1,loss,1614.5595,1365.5543,249.00520000000006,0.702189
202,1907-03-16,Scotland,Northern Ireland,British Home Championship,TRUE,FALSE,3,0,win,1593.4938,1294.9363,298.5574999999999,0.908402
202,1907-03-16,Northern Ireland,Scotland,British Home Championship,FALSE,FALSE,0,3,loss,1294.9363,1593.4938,-298.5574999999999,0.091598
203,1907-03-18,England,Wales,British Home Championship,TRUE,FALSE,1,1,draw,1730.5454,1386.62,343.9254000000001,0.927938
203,1907-03-18,Wales,England,British Home Championship,FALSE,FALSE,1,1,draw,1386.62,1730.5454,-343.9254000000001,0.072062
204,1907-03-21,Alderney,Jersey,Muratti Vase,TRUE,TRUE,1,2,loss,1469.2276,1464.9858,4.241800000000012,0.506104
204,1907-03-21,Jersey,Alderney,Muratti Vase,FALSE,TRUE,2,1,win,1464.9858,1469.2276,-4.241800000000012,0.493896
205,1907-04-04,Jersey,Guernsey,Muratti Vase,TRUE,FALSE,2,3,loss,1480.1689,1565.7866,-85.61770000000001,0.520686
205,1907-04-04,Guernsey,Jersey,Muratti Vase,FALSE,FALSE,3,2,win,1565.7866,1480.1689,85.61770000000001,0.479314
