sport,game_id,date_utc,status,league_id,league,season,home_team_id,home_team,away_team_id,away_team,home_score,away_score
baseball,152753,2024-02-22T20:10:00Z,FT,1,MLB,2024,30,San Diego Padres,18,Los Angeles Dodgers,1,14
baseball,152754,2024-02-23T20:05:00Z,FT,1,MLB,2024,6,Chicago Cubs,7,Chicago White Sox,8,1
baseball,152756,2024-02-23T20:05:00Z,FT,1,MLB,2024,35,Texas Rangers,16,Kansas City Royals,5,4
baseball,152755,2024-02-23T20:08:00Z,FT,1,MLB,2024,18,Los Angeles Dodgers,30,San Diego Padres,4,1
baseball,152757,2024-02-23T20:10:00Z,FT,1,MLB,2024,10,Colorado Rockies,2,Arizona Diamondbacks,3,0
baseball,152758,2024-02-24T18:05:00Z,FT,1,MLB,2024,22,Minnesota Twins,28,Pittsburgh Pirates,5,3
baseball,152759,2024-02-24T18:05:00Z,FT,1,MLB,2024,33,St.Louis Cardinals,19,Miami Marlins,8,9
baseball,152769,2024-02-24T18:05:00Z,FT,1,MLB,2024,4,Baltimore Orioles,5,Boston Red Sox,4,3
baseball,152771,2024-02-24T18:05:00Z,FT,1,MLB,2024,12,Detroit Tigers,25,New York Yankees,10,22
baseball,152772,2024-02-24T18:05:00Z,FT,1,MLB,2024,34,Tampa Bay Rays,3,Atlanta Braves,5,6
baseball,152760,2024-02-24T18:07:00Z,FT,1,MLB,2024,36,Toronto Blue Jays,27,Philadelphia Phillies,13,14
baseball,152761,2024-02-24T18:10:00Z,FT,1,MLB,2024,24,New York Mets,33,St.Louis Cardinals,5,10
baseball,152762,2024-02-24T20:05:00Z,FT,1,MLB,2024,31,San Francisco Giants,6,Chicago Cubs,4,8
baseball,152763,2024-02-24T20:05:00Z,FT,1,MLB,2024,16,Kansas City Royals,35,Texas Rangers,5,4
baseball,152764,2024-02-24T20:05:00Z,FT,1,MLB,2024,26,Oakland Athletics,10,Colorado Rockies,1,5
baseball,152765,2024-02-24T20:05:00Z,FT,1,MLB,2024,7,Chicago White Sox,32,Seattle Mariners,8,7
baseball,152770,2024-02-24T20:05:00Z,FT,1,MLB,2024,9,Cleveland Guardians,8,Cincinnati Reds,0,4
baseball,152766,2024-02-24T20:10:00Z,FT,1,MLB,2024,17,Los Angeles Angels,18,Los Angeles Dodgers,7,7
baseball,152767,2024-02-24T20:10:00Z,FT,1,MLB,2024,30,San Diego Padres,20,Milwaukee Brewers,7,11
baseball,152768,2024-02-24T20:10:00Z,FT,1,MLB,2024,2,Arizona Diamondbacks,10,Colorado Rockies,6,2
baseball,152773,2024-02-24T23:05:00Z,FT,1,MLB,2024,37,Washington Nationals,15,Houston Astros,4,7
baseball,152774,2024-02-25T18:05:00Z,FT,1,MLB,2024,25,New York Yankees,36,Toronto Blue Jays,12,6
baseball,152775,2024-02-25T18:05:00Z,FT,1,MLB,2024,27,Philadelphia Phillies,25,New York Yankees,4,0
baseball,152782,2024-02-25T18:05:00Z,FT,1,MLB,2024,34,Tampa Bay Rays,12,Detroit Tigers,9,9
baseball,152784,2024-02-25T18:05:00Z,FT,1,MLB,2024,28,Pittsburgh Pirates,4,Baltimore Orioles,0,2
baseball,152785,2024-02-25T18:05:00Z,FT,1,MLB,2024,5,Boston Red Sox,22,Minnesota Twins,8,6
baseball,152787,2024-02-25T18:05:00Z,FT,1,MLB,2024,15,Houston Astros,33,St.Louis Cardinals,0,3
baseball,152789,2024-02-25T18:05:00Z,FT,1,MLB,2024,3,Atlanta Braves,5,Boston Red Sox,4,5
baseball,152776,2024-02-25T18:10:00Z,FT,1,MLB,2024,24,New York Mets,15,Houston Astros,3,1
baseball,152786,2024-02-25T18:10:00Z,FT,1,MLB,2024,19,Miami Marlins,37,Washington Nationals,3,6
baseball,152777,2024-02-25T20:05:00Z,FT,1,MLB,2024,6,Chicago Cubs,30,San Diego Padres,0,7
baseball,152778,2024-02-25T20:05:00Z,FT,1,MLB,2024,18,Los Angeles Dodgers,26,Oakland Athletics,4,2
baseball,152779,2024-02-25T20:05:00Z,FT,1,MLB,2024,35,Texas Rangers,31,San Francisco Giants,0,0
baseball,152788,2024-02-25T20:05:00Z,FT,1,MLB,2024,8,Cincinnati Reds,17,Los Angeles Angels,9,4
baseball,152780,2024-02-25T20:10:00Z,FT,1,MLB,2024,17,Los Angeles Angels,16,Kansas City Royals,0,1
baseball,152781,2024-02-25T20:10:00Z,FT,1,MLB,2024,20,Milwaukee Brewers,10,Colorado Rockies,3,10
baseball,152783,2024-02-25T20:10:00Z,FT,1,MLB,2024,32,Seattle Mariners,9,Cleveland Guardians,4,8
baseball,152790,2024-02-25T20:10:00Z,FT,1,MLB,2024,2,Arizona Diamondbacks,7,Chicago White Sox,5,0
baseball,152791,2024-02-26T18:05:00Z,FT,1,MLB,2024,25,New York Yankees,22,Minnesota Twins,9,2
baseball,152792,2024-02-26T18:05:00Z,FT,1,MLB,2024,37,Washington Nationals,24,New York Mets,3,6
baseball,152799,2024-02-26T18:05:00Z,FT,1,MLB,2024,3,Atlanta Braves,4,Baltimore Orioles,1,2
baseball,152800,2024-02-26T18:05:00Z,FT,1,MLB,2024,4,Baltimore Orioles,34,Tampa Bay Rays,3,8
baseball,152801,2024-02-26T18:05:00Z,FT,1,MLB,2024,5,Boston Red Sox,27,Philadelphia Phillies,7,6
baseball,152803,2024-02-26T18:05:00Z,FT,1,MLB,2024,12,Detroit Tigers,15,Houston Astros,4,0
baseball,152793,2024-02-26T18:07:00Z,FT,1,MLB,2024,36,Toronto Blue Jays,28,Pittsburgh Pirates,8,4
baseball,152804,2024-02-26T18:10:00Z,FT,1,MLB,2024,19,Miami Marlins,33,St.Louis Cardinals,1,1
baseball,152794,2024-02-26T20:05:00Z,FT,1,MLB,2024,7,Chicago White Sox,35,Texas Rangers,2,4
baseball,152795,2024-02-26T20:05:00Z,FT,1,MLB,2024,31,San Francisco Giants,17,Los Angeles Angels,9,11
baseball,152796,2024-02-26T20:05:00Z,FT,1,MLB,2024,16,Kansas City Royals,6,Chicago Cubs,6,0
baseball,152797,2024-02-26T20:05:00Z,FT,1,MLB,2024,26,Oakland Athletics,2,Arizona Diamondbacks,9,8
baseball,152806,2024-02-26T20:05:00Z,FT,1,MLB,2024,8,Cincinnati Reds,32,Seattle Mariners,0,2
baseball,152798,2024-02-26T20:10:00Z,FT,1,MLB,2024,30,San Diego Padres,9,Cleveland Guardians,4,7
baseball,152802,2024-02-26T20:10:00Z,FT,1,MLB,2024,10,Colorado Rockies,18,Los Angeles Dodgers,4,9
baseball,152805,2024-02-26T20:10:00Z,FT,1,MLB,2024,20,Milwaukee Brewers,8,Cincinnati Reds,3,8
baseball,152807,2024-02-27T18:05:00Z,FT,1,MLB,2024,22,Minnesota Twins,27,Philadelphia Phillies,3,3
baseball,152808,2024-02-27T18:05:00Z,FT,1,MLB,2024,33,St.Louis Cardinals,5,Boston Red Sox,3,3
baseball,152816,2024-02-27T18:05:00Z,FT,1,MLB,2024,15,Houston Astros,37,Washington Nationals,3,10
baseball,152817,2024-02-27T18:05:00Z,FT,1,MLB,2024,28,Pittsburgh Pirates,3,Atlanta Braves,13,4
baseball,152818,2024-02-27T18:05:00Z,FT,1,MLB,2024,34,Tampa Bay Rays,25,New York Yankees,4,2
baseball,152819,2024-02-27T18:05:00Z,FT,1,MLB,2024,12,Detroit Tigers,36,Toronto Blue Jays,6,4
baseball,152821,2024-02-27T18:05:00Z,FT,1,MLB,2024,4,Baltimore Orioles,12,Detroit Tigers,5,2
baseball,152809,2024-02-27T18:10:00Z,FT,1,MLB,2024,24,New York Mets,19,Miami Marlins,7,1
baseball,152810,2024-02-27T20:05:00Z,FT,1,MLB,2024,18,Los Angeles Dodgers,7,Chicago White Sox,9,6
baseball,152811,2024-02-27T20:05:00Z,FT,1,MLB,2024,31,San Francisco Giants,32,Seattle Mariners,10,10
baseball,152812,2024-02-27T20:05:00Z,FT,1,MLB,2024,16,Kansas City Royals,10,Colorado Rockies,4,3
baseball,152813,2024-02-27T20:05:00Z,FT,1,MLB,2024,6,Chicago Cubs,8,Cincinnati Reds,6,6
baseball,152820,2024-02-27T20:05:00Z,FT,1,MLB,2024,9,Cleveland Guardians,26,Oakland Athletics,2,11
baseball,152814,2024-02-27T20:10:00Z,FT,1,MLB,2024,17,Los Angeles Angels,20,Milwaukee Brewers,6,4
baseball,152815,2024-02-27T20:10:00Z,FT,1,MLB,2024,30,San Diego Padres,16,Kansas City Royals,6,3
baseball,152822,2024-02-27T20:10:00Z,FT,1,MLB,2024,2,Arizona Diamondbacks,35,Texas Rangers,3,10
baseball,152823,2024-02-28T18:05:00Z,FT,1,MLB,2024,22,Minnesota Twins,4,Baltimore Orioles,3,12
baseball,152824,2024-02-28T18:05:00Z,FT,1,MLB,2024,27,Philadelphia Phillies,3,Atlanta Braves,7,7
baseball,152825,2024-02-28T18:05:00Z,FT,1,MLB,2024,37,Washington Nationals,5,Boston Red Sox,4,3
baseball,152831,2024-02-28T18:05:00Z,FT,1,MLB,2024,28,Pittsburgh Pirates,12,Detroit Tigers,3,5
baseball,152826,2024-02-28T18:07:00Z,FT,1,MLB,2024,36,Toronto Blue Jays,34,Tampa Bay Rays,3,2
baseball,152827,2024-02-28T18:10:00Z,FT,1,MLB,2024,24,New York Mets,33,St.Louis Cardinals,3,0
baseball,152835,2024-02-28T18:10:00Z,FT,1,MLB,2024,19,Miami Marlins,15,Houston Astros,1,6
baseball,152828,2024-02-28T20:05:00Z,FT,1,MLB,2024,7,Chicago White Sox,30,San Diego Padres,1,3
baseball,152829,2024-02-28T20:05:00Z,FT,1,MLB,2024,26,Oakland Athletics,31,San Francisco Giants,7,4
baseball,152830,2024-02-28T20:05:00Z,FT,1,MLB,2024,35,Texas Rangers,18,Los Angeles Dodgers,6,4
baseball,152833,2024-02-28T20:05:00Z,FT,1,MLB,2024,9,Cleveland Guardians,2,Arizona Diamondbacks,6,8
baseball,152832,2024-02-28T20:10:00Z,FT,1,MLB,2024,32,Seattle Mariners,16,Kansas City Royals,7,9
baseball,152834,2024-02-28T20:10:00Z,FT,1,MLB,2024,20,Milwaukee Brewers,6,Chicago Cubs,1,6
baseball,152836,2024-02-28T20:10:00Z,FT,1,MLB,2024,10,Colorado Rockies,17,Los Angeles Angels,3,1
baseball,152837,2024-02-29T18:05:00Z,FT,1,MLB,2024,33,St.Louis Cardinals,37,Washington Nationals,1,3
baseball,152845,2024-02-29T18:05:00Z,FT,1,MLB,2024,34,Tampa Bay Rays,3,Atlanta Braves,9,12
baseball,152847,2024-02-29T18:05:00Z,FT,1,MLB,2024,3,Atlanta Braves,22,Minnesota Twins,5,0
baseball,152849,2024-02-29T18:05:00Z,FT,1,MLB,2024,5,Boston Red Sox,12,Detroit Tigers,5,2
baseball,152850,2024-02-29T18:05:00Z,FT,1,MLB,2024,4,Baltimore Orioles,28,Pittsburgh Pirates,9,8
baseball,152838,2024-02-29T18:07:00Z,FT,1,MLB,2024,36,Toronto Blue Jays,27,Philadelphia Phillies,0,5
baseball,152839,2024-02-29T20:05:00Z,FT,1,MLB,2024,6,Chicago Cubs,10,Colorado Rockies,9,10
baseball,152840,2024-02-29T20:05:00Z,FT,1,MLB,2024,7,Chicago White Sox,16,Kansas City Royals,6,1
baseball,152841,2024-02-29T20:05:00Z,FT,1,MLB,2024,26,Oakland Athletics,30,San Diego Padres,3,5
baseball,152842,2024-02-29T20:05:00Z,FT,1,MLB,2024,35,Texas Rangers,20,Milwaukee Brewers,7,5
baseball,152843,2024-02-29T20:10:00Z,FT,1,MLB,2024,17,Los Angeles Angels,9,Cleveland Guardians,4,1
baseball,152846,2024-02-29T20:10:00Z,FT,1,MLB,2024,32,Seattle Mariners,7,Chicago White Sox,5,6
baseball,152851,2024-02-29T20:10:00Z,FT,1,MLB,2024,2,Arizona Diamondbacks,31,San Francisco Giants,2,1
baseball,152844,2024-02-29T23:05:00Z,FT,1,MLB,2024,15,Houston Astros,24,New York Mets,2,1
baseball,152852,2024-02-29T23:35:00Z,FT,1,MLB,2024,25,New York Yankees,19,Miami Marlins,0,0
baseball,152848,2024-03-01T01:05:00Z,FT,1,MLB,2024,8,Cincinnati Reds,18,Los Angeles Dodgers,5,4
baseball,152853,2024-03-01T18:05:00Z,FT,1,MLB,2024,37,Washington Nationals,15,Houston Astros,8,10
baseball,152854,2024-03-01T18:05:00Z,FT,1,MLB,2024,27,Philadelphia Phillies,19,Miami Marlins,6,6
baseball,152855,2024-03-01T18:05:00Z,FT,1,MLB,2024,33,St.Louis Cardinals,24,New York Mets,3,2
baseball,152856,2024-03-01T18:05:00Z,FT,1,MLB,2024,22,Minnesota Twins,5,Boston Red Sox,5,3
baseball,152861,2024-03-01T18:05:00Z,FT,1,MLB,2024,3,Atlanta Braves,4,Baltimore Orioles,1,3
baseball,152863,2024-03-01T18:05:00Z,FT,1,MLB,2024,12,Detroit Tigers,27,Philadelphia Phillies,4,2
baseball,152865,2024-03-01T18:05:00Z,FT,1,MLB,2024,28,Pittsburgh Pirates,34,Tampa Bay Rays,12,8
baseball,152857,2024-03-01T20:05:00Z,FT,1,MLB,2024,6,Chicago Cubs,7,Chicago White Sox,10,6
baseball,152858,2024-03-01T20:05:00Z,FT,1,MLB,2024,16,Kansas City Royals,26,Oakland Athletics,5,4
baseball,152859,2024-03-01T20:05:00Z,FT,1,MLB,2024,31,San Francisco Giants,35,Texas Rangers,11,5
baseball,152860,2024-03-01T20:10:00Z,FT,1,MLB,2024,30,San Diego Padres,17,Los Angeles Angels,3,5
baseball,152864,2024-03-01T20:10:00Z,FT,1,MLB,2024,20,Milwaukee Brewers,30,San Diego Padres,4,3
baseball,152866,2024-03-01T20:10:00Z,FT,1,MLB,2024,10,Colorado Rockies,32,Seattle Mariners,10,9
baseball,152867,2024-03-01T23:35:00Z,FT,1,MLB,2024,25,New York Yankees,36,Toronto Blue Jays,8,4
baseball,152862,2024-03-02T01:05:00Z,FT,1,MLB,2024,8,Cincinnati Reds,2,Arizona Diamondbacks,8,12
baseball,152868,2024-03-02T01:05:00Z,FT,1,MLB,2024,18,Los Angeles Dodgers,9,Cleveland Guardians,6,4
baseball,152869,2024-03-02T18:05:00Z,FT,1,MLB,2024,27,Philadelphia Phillies,22,Minnesota Twins,3,2
baseball,152875,2024-03-02T18:05:00Z,FT,1,MLB,2024,15,Houston Astros,33,St.Louis Cardinals,7,1
baseball,152876,2024-03-02T18:05:00Z,FT,1,MLB,2024,34,Tampa Bay Rays,5,Boston Red Sox,2,3
baseball,152880,2024-03-02T18:05:00Z,FT,1,MLB,2024,12,Detroit Tigers,28,Pittsburgh Pirates,3,7
baseball,152883,2024-03-02T18:05:00Z,FT,1,MLB,2024,5,Boston Red Sox,37,Washington Nationals,4,2
baseball,152884,2024-03-02T18:05:00Z,FT,1,MLB,2024,4,Baltimore Orioles,25,New York Yankees,7,3
baseball,152870,2024-03-02T18:07:00Z,FT,1,MLB,2024,36,Toronto Blue Jays,3,Atlanta Braves,2,6
baseball,152878,2024-03-02T18:10:00Z,FT,1,MLB,2024,19,Miami Marlins,24,New York Mets,4,1
baseball,152871,2024-03-02T20:05:00Z,FT,1,MLB,2024,35,Texas Rangers,7,Chicago White Sox,14,3
baseball,152872,2024-03-02T20:05:00Z,FT,1,MLB,2024,18,Los Angeles Dodgers,6,Chicago Cubs,8,5
baseball,152873,2024-03-02T20:05:00Z,FT,1,MLB,2024,31,San Francisco Giants,30,San Diego Padres,2,3
baseball,152882,2024-03-02T20:05:00Z,FT,1,MLB,2024,9,Cleveland Guardians,16,Kansas City Royals,12,13
baseball,152874,2024-03-02T20:10:00Z,FT,1,MLB,2024,17,Los Angeles Angels,2,Arizona Diamondbacks,4,1
baseball,152877,2024-03-02T20:10:00Z,FT,1,MLB,2024,32,Seattle Mariners,26,Oakland Athletics,8,12
baseball,152879,2024-03-02T20:10:00Z,FT,1,MLB,2024,20,Milwaukee Brewers,18,Los Angeles Dodgers,3,11
baseball,152881,2024-03-02T20:10:00Z,FT,1,MLB,2024,10,Colorado Rockies,8,Cincinnati Reds,10,4
baseball,152885,2024-03-03T18:05:00Z,FT,1,MLB,2024,22,Minnesota Twins,34,Tampa Bay Rays,4,4
baseball,152886,2024-03-03T18:05:00Z,FT,1,MLB,2024,25,New York Yankees,12,Detroit Tigers,2,7
baseball,152887,2024-03-03T18:05:00Z,POST,1,MLB,2024,33,St.Louis Cardinals,19,Miami Marlins,,
baseball,152888,2024-03-03T18:05:00Z,POST,1,MLB,2024,37,Washington Nationals,19,Miami Marlins,,
baseball,152897,2024-03-03T18:05:00Z,FT,1,MLB,2024,28,Pittsburgh Pirates,4,Baltimore Orioles,2,5
baseball,152898,2024-03-03T18:05:00Z,FT,1,MLB,2024,5,Boston Red Sox,36,Toronto Blue Jays,3,1
baseball,152899,2024-03-03T18:05:00Z,FT,1,MLB,2024,3,Atlanta Braves,27,Philadelphia Phillies,3,2
baseball,152889,2024-03-03T18:10:00Z,FT,1,MLB,2024,24,New York Mets,15,Houston Astros,2,5
baseball,152890,2024-03-03T20:05:00Z,FT,1,MLB,2024,26,Oakland Athletics,35,Texas Rangers,5,2
baseball,152891,2024-03-03T20:05:00Z,FT,1,MLB,2024,16,Kansas City Royals,8,Cincinnati Reds,7,3
baseball,152892,2024-03-03T20:05:00Z,FT,1,MLB,2024,18,Los Angeles Dodgers,10,Colorado Rockies,7,4
baseball,152893,2024-03-03T20:05:00Z,FT,1,MLB,2024,6,Chicago Cubs,9,Cleveland Guardians,5,3
baseball,152896,2024-03-03T20:05:00Z,FT,1,MLB,2024,9,Cleveland Guardians,31,San Francisco Giants,5,6
baseball,152894,2024-03-03T20:10:00Z,FT,1,MLB,2024,17,Los Angeles Angels,7,Chicago White Sox,3,1
baseball,152895,2024-03-03T20:10:00Z,FT,1,MLB,2024,30,San Diego Padres,32,Seattle Mariners,12,4
baseball,152900,2024-03-03T20:10:00Z,FT,1,MLB,2024,2,Arizona Diamondbacks,20,Milwaukee Brewers,4,10
baseball,152901,2024-03-04T18:05:00Z,FT,1,MLB,2024,22,Minnesota Twins,3,Atlanta Braves,4,3
baseball,152902,2024-03-04T18:05:00Z,FT,1,MLB,2024,37,Washington Nationals,33,St.Louis Cardinals,1,0
baseball,152907,2024-03-04T18:05:00Z,FT,1,MLB,2024,34,Tampa Bay Rays,28,Pittsburgh Pirates,3,7
baseball,152910,2024-03-04T18:05:00Z,FT,1,MLB,2024,12,Detroit Tigers,5,Boston Red Sox,2,1
baseball,152912,2024-03-04T18:05:00Z,FT,1,MLB,2024,4,Baltimore Orioles,22,Minnesota Twins,2,7
baseball,152903,2024-03-04T18:07:00Z,FT,1,MLB,2024,36,Toronto Blue Jays,27,Philadelphia Phillies,5,2
baseball,152904,2024-03-04T20:05:00Z,FT,1,MLB,2024,7,Chicago White Sox,2,Arizona Diamondbacks,5,2
baseball,152905,2024-03-04T20:05:00Z,FT,1,MLB,2024,35,Texas Rangers,17,Los Angeles Angels,2,3
baseball,152911,2024-03-04T20:05:00Z,FT,1,MLB,2024,8,Cincinnati Reds,26,Oakland Athletics,15,8
baseball,152906,2024-03-04T20:10:00Z,FT,1,MLB,2024,30,San Diego Padres,6,Chicago Cubs,2,1
baseball,152909,2024-03-04T20:10:00Z,FT,1,MLB,2024,10,Colorado Rockies,31,San Francisco Giants,12,10
baseball,152908,2024-03-04T23:40:00Z,FT,1,MLB,2024,19,Miami Marlins,25,New York Yankees,2,3
baseball,152913,2024-03-05T18:05:00Z,FT,1,MLB,2024,27,Philadelphia Phillies,4,Baltimore Orioles,2,3
baseball,152914,2024-03-05T18:05:00Z,FT,1,MLB,2024,33,St.Louis Cardinals,22,Minnesota Twins,5,4
baseball,152918,2024-03-05T18:05:00Z,FT,1,MLB,2024,3,Atlanta Braves,12,Detroit Tigers,3,0
baseball,152919,2024-03-05T18:05:00Z,FT,1,MLB,2024,5,Boston Red Sox,34,Tampa Bay Rays,7,4
baseball,152921,2024-03-05T18:05:00Z,FT,1,MLB,2024,15,Houston Astros,19,Miami Marlins,0,2
baseball,152922,2024-03-05T18:05:00Z,FT,1,MLB,2024,28,Pittsburgh Pirates,36,Toronto Blue Jays,6,5
baseball,152915,2024-03-05T18:10:00Z,FT,1,MLB,2024,24,New York Mets,25,New York Yankees,5,4
baseball,152916,2024-03-05T20:05:00Z,FT,1,MLB,2024,31,San Francisco Giants,20,Milwaukee Brewers,13,8
baseball,152920,2024-03-05T20:05:00Z,FT,1,MLB,2024,9,Cleveland Guardians,32,Seattle Mariners,4,1
baseball,152917,2024-03-05T20:10:00Z,FT,1,MLB,2024,2,Arizona Diamondbacks,30,San Diego Padres,5,3
baseball,152923,2024-03-05T20:10:00Z,FT,1,MLB,2024,32,Seattle Mariners,35,Texas Rangers,9,10
baseball,152924,2024-03-06T01:05:00Z,FT,1,MLB,2024,18,Los Angeles Dodgers,17,Los Angeles Angels,0,4
baseball,152925,2024-03-06T01:05:00Z,FT,1,MLB,2024,16,Kansas City Royals,6,Chicago Cubs,4,0
baseball,152926,2024-03-06T18:05:00Z,FT,1,MLB,2024,25,New York Yankees,34,Tampa Bay Rays,3,4
baseball,152927,2024-03-06T18:05:00Z,FT,1,MLB,2024,22,Minnesota Twins,5,Boston Red Sox,7,1
baseball,152933,2024-03-06T18:05:00Z,POST,1,MLB,2024,15,Houston Astros,24,New York Mets,,
baseball,152937,2024-03-06T18:10:00Z,FT,1,MLB,2024,19,Miami Marlins,37,Washington Nationals,3,9
baseball,152928,2024-03-06T20:05:00Z,FT,1,MLB,2024,7,Chicago White Sox,18,Los Angeles Dodgers,9,12
baseball,152929,2024-03-06T20:05:00Z,FT,1,MLB,2024,16,Kansas City Royals,32,Seattle Mariners,7,8
baseball,152930,2024-03-06T20:05:00Z,FT,1,MLB,2024,6,Chicago Cubs,17,Los Angeles Angels,6,5
baseball,152935,2024-03-06T20:05:00Z,FT,1,MLB,2024,8,Cincinnati Reds,20,Milwaukee Brewers,0,2
baseball,152931,2024-03-06T20:10:00Z,FT,1,MLB,2024,17,Los Angeles Angels,26,Oakland Athletics,5,12
baseball,152932,2024-03-06T20:10:00Z,FT,1,MLB,2024,30,San Diego Padres,8,Cincinnati Reds,2,6
baseball,152936,2024-03-06T20:10:00Z,FT,1,MLB,2024,10,Colorado Rockies,35,Texas Rangers,6,6
baseball,152938,2024-03-06T20:10:00Z,FT,1,MLB,2024,20,Milwaukee Brewers,9,Cleveland Guardians,3,3
baseball,152934,2024-03-06T23:05:00Z,FT,1,MLB,2024,4,Baltimore Orioles,28,Pittsburgh Pirates,6,4
baseball,152939,2024-03-07T18:05:00Z,FT,1,MLB,2024,33,St.Louis Cardinals,15,Houston Astros,3,6
baseball,152945,2024-03-07T18:05:00Z,FT,1,MLB,2024,34,Tampa Bay Rays,27,Philadelphia Phillies,3,2
baseball,152948,2024-03-07T18:05:00Z,FT,1,MLB,2024,5,Boston Red Sox,3,Atlanta Braves,2,3
baseball,152940,2024-03-07T20:05:00Z,FT,1,MLB,2024,7,Chicago White Sox,20,Milwaukee Brewers,2,8
baseball,152941,2024-03-07T20:05:00Z,ABD,1,MLB,2024,26,Oakland Athletics,9,Cleveland Guardians,1,2
baseball,152942,2024-03-07T20:05:00Z,FT,1,MLB,2024,35,Texas Rangers,2,Arizona Diamondbacks,7,5
baseball,152944,2024-03-07T20:10:00Z,FT,1,MLB,2024,32,Seattle Mariners,17,Los Angeles Angels,5,0
baseball,152946,2024-03-07T20:10:00Z,POST,1,MLB,2024,10,Colorado Rockies,16,Kansas City Royals,,
baseball,152943,2024-03-07T23:05:00Z,FT,1,MLB,2024,12,Detroit Tigers,36,Toronto Blue Jays,4,5
baseball,152949,2024-03-07T23:10:00Z,FT,1,MLB,2024,24,New York Mets,37,Washington Nationals,3,1
baseball,152950,2024-03-07T23:35:00Z,FT,1,MLB,2024,25,New York Yankees,12,Detroit Tigers,5,11
baseball,152947,2024-03-08T01:05:00Z,FT,1,MLB,2024,8,Cincinnati Reds,6,Chicago Cubs,2,2
baseball,152951,2024-03-08T02:05:00Z,ABD,1,MLB,2024,31,San Francisco Giants,18,Los Angeles Dodgers,0,0
baseball,152952,2024-03-08T18:05:00Z,FT,1,MLB,2024,27,Philadelphia Phillies,15,Houston Astros,6,3
baseball,152958,2024-03-08T18:05:00Z,FT,1,MLB,2024,3,Atlanta Braves,28,Pittsburgh Pirates,6,6
baseball,152963,2024-03-08T18:05:00Z,FT,1,MLB,2024,28,Pittsburgh Pirates,22,Minnesota Twins,6,3
baseball,152953,2024-03-08T18:07:00Z,FT,1,MLB,2024,36,Toronto Blue Jays,25,New York Yankees,2,1
baseball,152954,2024-03-08T20:05:00Z,FT,1,MLB,2024,6,Chicago Cubs,32,Seattle Mariners,9,5
baseball,152955,2024-03-08T20:05:00Z,FT,1,MLB,2024,35,Texas Rangers,16,Kansas City Royals,2,4
baseball,152960,2024-03-08T20:05:00Z,FT,1,MLB,2024,9,Cleveland Guardians,7,Chicago White Sox,2,1
baseball,152956,2024-03-08T20:10:00Z,FT,1,MLB,2024,17,Los Angeles Angels,10,Colorado Rockies,8,7
baseball,152957,2024-03-08T20:10:00Z,FT,1,MLB,2024,2,Arizona Diamondbacks,6,Chicago Cubs,7,5
baseball,152962,2024-03-08T20:10:00Z,FT,1,MLB,2024,20,Milwaukee Brewers,26,Oakland Athletics,7,4
baseball,152959,2024-03-08T23:05:00Z,FT,1,MLB,2024,4,Baltimore Orioles,12,Detroit Tigers,4,3
baseball,152964,2024-03-08T23:05:00Z,FT,1,MLB,2024,37,Washington Nationals,33,St.Louis Cardinals,6,7
baseball,152961,2024-03-08T23:40:00Z,FT,1,MLB,2024,19,Miami Marlins,24,New York Mets,1,3
baseball,152965,2024-03-09T01:05:00Z,ABD,1,MLB,2024,18,Los Angeles Dodgers,8,Cincinnati Reds,0,4
baseball,152966,2024-03-09T01:40:00Z,POST,1,MLB,2024,30,San Diego Padres,31,San Francisco Giants,,
baseball,152967,2024-03-09T02:05:00Z,FT,1,MLB,2024,26,Oakland Athletics,20,Milwaukee Brewers,4,5
baseball,152976,2024-03-09T17:05:00Z,FT,1,MLB,2024,15,Houston Astros,37,Washington Nationals,9,4
baseball,152968,2024-03-09T18:05:00Z,FT,1,MLB,2024,27,Philadelphia Phillies,36,Toronto Blue Jays,5,13
baseball,152969,2024-03-09T18:05:00Z,FT,1,MLB,2024,33,St.Louis Cardinals,24,New York Mets,3,9
baseball,152970,2024-03-09T18:05:00Z,FT,1,MLB,2024,22,Minnesota Twins,25,New York Yankees,10,7
baseball,152979,2024-03-09T18:05:00Z,FT,1,MLB,2024,3,Atlanta Braves,4,Baltimore Orioles,3,10
baseball,152980,2024-03-09T18:05:00Z,FT,1,MLB,2024,12,Detroit Tigers,28,Pittsburgh Pirates,8,5
baseball,152971,2024-03-09T20:05:00Z,FT,1,MLB,2024,6,Chicago Cubs,10,Colorado Rockies,5,0
baseball,152972,2024-03-09T20:05:00Z,FT,1,MLB,2024,16,Kansas City Royals,2,Arizona Diamondbacks,6,5
baseball,152973,2024-03-09T20:05:00Z,FT,1,MLB,2024,18,Los Angeles Dodgers,35,Texas Rangers,7,1
baseball,152974,2024-03-09T20:05:00Z,FT,1,MLB,2024,31,San Francisco Giants,26,Oakland Athletics,5,1
baseball,152981,2024-03-09T20:05:00Z,FT,1,MLB,2024,9,Cleveland Guardians,17,Los Angeles Angels,4,5
baseball,152975,2024-03-09T20:10:00Z,FT,1,MLB,2024,30,San Diego Padres,7,Chicago White Sox,1,1
baseball,152978,2024-03-09T20:10:00Z,FT,1,MLB,2024,20,Milwaukee Brewers,32,Seattle Mariners,5,7
baseball,152982,2024-03-09T20:10:00Z,FT,1,MLB,2024,2,Arizona Diamondbacks,8,Cincinnati Reds,5,7
